1. [Prospect]  Hello?
23. [Prospect]  We're so in the US, we're in 3 offices. We also have a location in UK, Germany, and I think we have another 1 to 2 offices in in South America. I think 2 or 3 offices In, APAC.
24. [Sales Rep]  Got it. And you're on the enablement side. What do what do those teams typically look like? Are they Spread out in the office? Is everybody getting together in call rooms? Or how are you guys running, like, power hours and stuff?
25. [Prospect]  We we have like a ball pen. So just because people have different patches they're calling into. So we let them kinda set when their power hour is essentially. But they're we kinda have a deal open office Kind of concept.
26. [Sales Rep]  Gotcha. Got it. So this is, like, how you should think about it, I guess, like, from an enablement Standpoint. Basically, your team can log in to the Nooks platform. It's actually a virtual it's a it's like a video conferencing tool, but it's built For sales teams to get together and collaborate and send gifts at each other and really be connected. And in the background, all they have to do is click Call my Outreach tasks, and that will call through and do all those manual steps and automate them for them. So they're really just hanging out with their team. And then once they're connected, just like we are right now, they're getting sent out into a telephone booth, but and then having the conversation And then put back into the sales room. But really, like, what it looks like is I log on, I'm with my team, I click a button, and in 5 seconds, I'm having a conversation with a prospect. And that's kind of like where we're helping out, is just expediting how many conversations your team is having on a daily basis and Putting them in a place. We're having fun. So is that making sense, Adam? I got I'm curious to get your feedback off that and where you think that might fit in for for your team over at Park Place.
27. [Prospect]  Yes. I I get it. It's actually it's actually a nice interesting idea. I can definitely see This would have been definitely something we would have been super interested back when we were full remote in 2020.
28. [Sales Rep]  Yep.
29. [Prospect]  We we were a bit more aggressive in getting back people back into the office. I know how we all feel about that. Obviously, you you see the benefit of having people together. Our c CEO's choice on that was, hey. Let's do it physically rather than virtually. That being said, say for instance, something we will sometimes do, I'll I'll do with my trainee reps and, honestly, even our sales managers will do with their reps is, hey, We're gonna dial together. I'm gonna sit with you while you're dialing the phone. Do you have any, I guess, implementations that work with that so I could Be with them, it's them and I in a room, and I can hear when when they're calling. I can hear their calls kind of live or no. Yeah. Live would be better.
30. [Sales Rep]  Yep. Yeah. No. That's exactly what's happening. And, actually, we have a lot of teams In office using that because, just like you said, like, you can have 15 reps on the sales floor and then the manager's there, but there's no real way to say, Oh, this person's on the phone. Let me listen in. Right? There's no real way to do that, and that's kind of what the technology is enabling. So we have a lot of in office teams using the platform in the exact way that you're you're talking about.
31. [Prospect]  Yep.
32. [Sales Rep]  So I'm curious, Aiden, like, I'm sure this, you know, Park Place seems like a, you know, pretty large organization. I'm sure you guys have a bunch of people that make these decisions. But I'd love to, like, if you're open to a good 30 minutes and, like, put it in front of you and get your feedback and learn a little bit more about your organization, sounds like a good plan?
33. [Prospect]  Yeah. I I'm definitely not directly involved In anything like that, not gonna be a decision maker. But definitely interested, you know, if if this is something that kind of makes more sense, I can point it in the right direction. But also, If you're talking to someone that their their title says something higher than manager, then they're gonna be a better better direction to go. But, yeah, absolutely happy to hop on a on a 30 minute conversation with
34. [Sales Rep]  Yeah. What is your what does your calendar look like, next week? My Wednesday is looking Fairly open if that aligns with you. My Wednesday morning, I think
35. [Prospect]  Yeah. Wednesday is gonna be pretty free pretty free for me. I'm Eastern time zone. And this next Wednesday for me.
36. [Sales Rep]  Sure. Maybe 1 or I can even do 11, if that's easier. Your time? Is that are you talking East Coast? Because I'm over here on, I'm in California.
37. [Prospect]  Oh, gotcha. Yeah. So we do 11 east coast time then.
38. [Sales Rep]  11 East Coast time. Yeah. Let's do it. I will, I'll get that set up. And, hey, great talking to you, Aidan. Always fun to talk to somebody before they head out of the office, So, I'm looking forward to talking to you next week. And, yeah, enjoy your weekend.
39. [Prospect]  Awesome. Have a good one.
40. [Sales Rep]  Cheers, man. Bye.
