1. [Prospect]  Hello?
32. [Sales Rep]  We have been in business for as far as I know since 20 Nineteen, but don't I might be shooting myself in the foot.
33. [Prospect]  And you said it's, what are they called? Which company?
34. [Sales Rep]  Nooks. It's like books with an n. Nooks. That's right.
35. [Prospect]  San Fran.
36. [Sales Rep]  It's out of San Francisco. That's right.
37. [Prospect]  Smart virtual sales support and dialer powering and dialer powering the best SDR and BRT. K. So you just got your seed round.
38. [Sales Rep]  I don't know if you were supposed to see that.
39. [Prospect]  What?
40. [Sales Rep]  We're not. We just, I don't think we've, we've announced that yet.
41. [Prospect]  Oh, it's on LinkedIn. How many employees do you have?
42. [Sales Rep]  We are just about to have 25 Full time employees starting the week after, after Labor Day. Pretty engineering heavy. I was the, 20th full time employee.
43. [Prospect]  Did somebody come from Connected Cell OR Orem or
44. [Sales Rep]  No. No. Not as far as I'm aware. No. Our team, Our team came out of Stanford. It was a group of engineers that were working on AI. Originally, they just were working on the virtual sales floor And, a few years back, kind of before ICP was defined, but then, you know, That transitioned into virtual Salesforce for remote teams into a full calling platform, with the dialer and kind of like a Gong like reporting, for for enablement for teams as well. So, no no one came over for more of them, but we're definitely in the race.
45. [Prospect]  What what dialer did you use to call me?
46. [Sales Rep]  I used our own. I've I've reached you through Nook's. I did reach you through Nook's. And, yeah, typically typically, when we square away some time, I mean, we'll we don't make it fit fit through, like, a 30 minute disco first. 1st call, we'll show you the platform. I'll make some cold calls with the platform with you and, show you how it works. So, Yeah. Let me know if that's something you're open to.
47. [Prospect]  Yeah. Actually, I'll I'll be open to that.
48. [Sales Rep]  Okay. That sounds good. And you said you're using outreach.
49. [Prospect]  Yep.
50. [Sales Rep]  Okay. I've got my calendar pulled up. John, if you don't mind pulling up yours and let me know It's something early next week works.
51. [Prospect]  Let me see here. Yeah. What are you what are you thinking?
52. [Sales Rep]  I am thinking I've got a slot 11 to 11:30 Eastern time on Tuesday. Could also run anytime between 12:30 and 2 on Wednesday, And then we're much more opened up on Thursday and Friday.
53. [Prospect]  Sorry. Say that one more time. Do you have do you have anything on Monday?
54. [Sales Rep]  On Monday.
55. [Prospect]  We'll we'll do Tuesday. You said Tuesday? Tuesday is pretty open for me. What what time Tuesday?
56. [Sales Rep]  Does, does Tuesday at 11 EST work for you?
57. [Prospect]  Could you do 11:30?
58. [Sales Rep]  I should I should be able to. Yeah. Yeah. And if, if, my Account executive isn't available the whole time. I'll just run the call. Yeah. Let's do 11:30, Tuesday. And best email for you is that john.dioracustomer?
59. [Prospect]  Yep.
60. [Sales Rep]  John, Dyer. I do not think I've sent you an email before, John. So, might end up in spam, but I did just Send me the invite if you don't mind taking a look for me.
61. [Prospect]  Not seen it yet. I'm just refreshing on my phone. Yeah. Just came through.
62. [Sales Rep]  Cool. Alright. Well, I will add a meeting link, to that in a moment here. We we'll do it in our platform. It'll just be 1 extra step step, enter your email, and, and I'll let you in come Tuesday. Yeah. I'll I'll be happy to to walk through the platform with you then and thanks for taking the call.
63. [Prospect]  Yep. No problem. Sounds good. Thanks, Cameron.
64. [Sales Rep]  Appreciate it. Yeah. Have a good
