1. [Prospect]  Hello?
36. [Sales Rep]  I, you know, we have a free trial too. I would love to get your team in. Really easy to set up, and I I think that's kinda more down the road. Like, let's actually lay the foundation for this conversation looks like. But you said you're going on On paternity in 2 weeks. I'm not sure what your schedule looks like. Like
37. [Prospect]  Mhmm. Yeah. Yeah. Well, rough roughly roughly 2 weeks. I I really don't know. Right? It depends on it depends on when my wife looks at me and says, alright. It's happening. Well, let's go.
38. [Sales Rep]  Yeah. Oh, you're wasting my call today. That's cool, man. Well, I mean, I'm more than happy to kind of shoot my shot at other places in the organization. It sounds like your new director of sales development is kind of where I I should go next. But is there any way I could, like,
39. [Prospect]  Yeah.
40. [Sales Rep]  There's only one way for me to have that context. And I I get that you're not taking demos, and I wouldn't ask you to, like, launch a trial yourself, but I would love to just get your feedback in the context of Brightly. Like, In in the next 2 weeks, like, do you have any openings on your calendar we can look through this? Because I I really think based on what you talked about, you think it's
41. [Prospect]  Yeah.
42. [Sales Rep]  pretty cool and be like, Woah. And at the very least, you could tell me, Patrick, you guys need to do this, this, and this to compete for for Brightly's business
43. [Prospect]  Yeah. I can I can probably find some some time on Monday? I'm Hold on one second.
44. [Sales Rep]  Yeah. Yeah. Sure. I know you're in you're North Carolina. Right? So
45. [Prospect]  Yeah. Yeah. I could do, like, 4 o'clock my time on Monday.
46. [Sales Rep]  Work like your time. That's one more time. Yeah. Let's, let's do it. I'll get that set up. And like I said, we'll we'll keep it pretty informal,
47. [Prospect]  Okay.
48. [Sales Rep]  but really excited to get your eyes on this and get some feedback. But, great talking to you today, man. Congrats again on the the soon to be new addition to the family, and we'll, we'll chat Monday.
49. [Prospect]  Thank you. Sounds good.
