1. [Prospect]  Hello?
28. [Sales Rep]  Yeah. How are you guys do you guys have, like, cobbletses? Or how are you guys calling together? Is it just hop on a Zoom meeting and Everybody's expected to call together. Is it, hey, everybody just kinda does their own thing and is calling from their bedroom, or or what does that look like?
29. [Prospect]  Little bit of both. I mean, we'll have scheduled call blitzes, and then a lot of the phoning is just done independently. And we do we do different competitions and so on and so forth. But
30. [Sales Rep]  Yeah. I mean, do you feel like there's there's gaps there? Would you like your team to, like like how does that impact energy and morale for the team? Are they do you get the feeling that, hey. We would love to we would love to be together more and kind of, you know, get get more out of these cold calling sessions or especially on the enablement side. Like, how are your managers in and helping coach them on the fly and stuff.
31. [Prospect]  Outreach. Outreach.
32. [Sales Rep]  So going back and, like, listening to calls.
33. [Prospect]  Yeah. Going back listening to calls. But actually in outreach, you can listen to them live as well. So we will do pop in sessions like that within especially with newer reps. But listen, I'm happy to Take a look at, take a look at it. Again, just so you're aware, like, there's no way in
34. [Sales Rep]  Yeah.
35. [Prospect]  there's no way that we're buying anything this year. And it might I mean, just to give you context. I don't want to waste your time. So, I'd be happy to look at it, take a little further look at it, but It's not even a near term or even probably midterm thing right now, but happy to look at it with you.
36. [Sales Rep]  A 100%. Yeah. We'd love to get in front of you, getting your feedback. And in the meantime, if your team's trying to build pipeline, like, We have a free trial with no commitment. So if we wanted to get that set up and just, like, have a have 2 weeks to a month where we're booking a ton of meetings just for free, totally, like, fully funded, we can even look at that option too in the meantime as you guys are, you know, tightening up on finances because I know a lot of a lot of organizations are doing that right now. So I mean, yeah. Do you have time On Thursday this week? Should we shoot for after the holidays? I know a lot of people are eager to get out of the office for a long weekend.
37. [Prospect]  Yeah. I have no time Thursday. It's the last day of the month for us, but I have time I have time Friday afternoon.
38. [Sales Rep]  Yeah. Let's see. I think we're we're out on Friday.
39. [Prospect]  Okay.
40. [Sales Rep]  You have time on Tuesday or Wednesday next week?
41. [Prospect]  It would have to be Wednesday. I can do Wednesday in the morning.
42. [Sales Rep]  Yeah. What what does your, what does your Wednesday look like there?
43. [Prospect]  Any anywhere from 9 to 11, I can do.
44. [Sales Rep]  9 to 11. You're in is that central time you're talking about? I know you're in Minneapolis.
45. [Prospect]  I am central fam. Yep.
46. [Sales Rep]  Awesome. So 9 to 11, that'd be 9 to 11. Yeah. Let's do, let's do 11, 11 your time. Or, sorry. 10:30 your time. We'll Chat from 10:30 to 11. Sean, you good plan?
47. [Prospect]  Sounds good to me.
48. [Sales Rep]  Cool, Sean. Well, appreciate you taking my call. Really excited to get your feedback on this man. And again, Expectation's set. Won't hard say on this. I'm just really looking forward to getting your feedback and seeing where this kinda fits into things. So appreciate you taking the time. I'm excited to get your thoughts on things.
49. [Prospect]  Alright. Sounds good. Appreciate
50. [Sales Rep]  Awesome.
